Date,S&P 500,VIX,Leverage Subindex,Bank Tightening Standards
2002-12-31,899.1785743350074,28.21047619047619,-0.6875,18.2
2003-01-31,895.8361903599331,27.424285714285713,-0.5508,18.2
2003-02-28,837.6189510947779,32.21842105263158,-0.531,18.2
2003-03-31,846.6214250837054,30.634285714285717,-0.64225,18.2
2003-04-30,890.0257132393973,23.99190476190476,-0.7866666666666666,12.7
2003-05-31,935.9628528413318,20.23952380952381,-0.8846,12.7
2003-06-30,987.9952392578125,20.362380952380953,-0.90075,12.7
2003-07-31,992.5409102006392,19.161363636363635,-0.8483333333333333,3.5
2003-08-31,989.5319097609747,19.274285714285714,-0.7024,3.5
2003-09-30,1019.441900344122,19.532380952380954,-0.557,3.5
2003-10-31,1038.7343431555707,18.023478260869567,-0.5272,-1.8
2003-11-30,1049.8989450555098,17.40105263157895,-0.46925,-1.8
2003-12-31,1080.6359197443182,16.826363636363638,-0.391,-1.8
2004-01-31,1132.5174987792968,16.101,-0.4484,-1.8
2004-02-29,1143.3563232421875,15.99842105263158,-0.615,-1.8
2004-03-31,1123.9782449473505,17.687391304347827,-0.64925,-1.8
2004-04-30,1133.0785725911458,15.69857142857143,-0.46875,-19.3
2004-05-31,1102.7815002441407,17.705000000000002,-0.29175,-19.3
2004-06-30,1132.7571556454614,15.357142857142858,-0.22866666666666666,-19.3
2004-07-31,1105.846656436012,15.502380952380953,-0.2556,-3.6
2004-08-31,1088.9349920099432,16.68409090909091,-0.3005,-3.6
2004-09-30,1117.6562034970239,14.08095238095238,-0.28,-3.6
2004-10-31,1118.0680977957588,14.973809523809523,-0.18660000000000002,-18.2
2004-11-30,1168.9376220703125,13.577619047619047,-0.1185,-18.2
2004-12-31,1199.2095447887075,12.459545454545456,-0.129,-18.2
2005-01-31,1181.4079956054688,13.437999999999999,-0.15525,-18.2
2005-02-28,1199.6268439041942,11.708947368421052,-0.13524999999999998,-18.2
2005-03-31,1194.8977272727273,13.126363636363635,-0.09500000000000001,-18.2
2005-04-30,1164.4276123046875,14.459047619047618,-0.0264,-24.1
2005-05-31,1178.2757161458333,13.967619047619047,0.03075,-24.1
2005-06-30,1202.2531682794745,11.868636363636364,0.088,-24.1
2005-07-31,1222.2369995117188,11.049,0.1504,-11.1
2005-08-31,1224.2699983016305,12.951304347826087,0.16675,-11.1
2005-09-30,1225.914771670387,12.628095238095238,0.0718,-11.1
2005-10-31,1191.9642857142858,14.937619047619048,-0.14525,-11.1
2005-11-30,1237.3685651506696,12.147619047619047,-0.33175,-11.1
2005-12-31,1262.0719110398065,11.26,-0.3654,-11.1
2006-01-31,1278.7224975585937,12.036,-0.29525,-11.1
2006-02-28,1276.6452765213817,12.471052631578948,-0.3095,-11.1
2006-03-31,1293.7347783627717,11.69391304347826,-0.4114,-11.1
2006-04-30,1302.1652703536183,11.84736842105263,-0.496,-11.1
2006-05-31,1290.0136274857955,14.454545454545455,-0.527,-11.1
2006-06-30,1253.1681795987215,16.918636363636363,-0.5054000000000001,-11.1
2006-07-31,1260.2345031738282,15.325999999999999,-0.46075,-11.1
2006-08-31,1287.1495679772418,13.351739130434783,-0.47375,-11.1
2006-09-30,1317.7430114746094,12.1845,-0.5158,-11.1
2006-10-31,1363.3772638494318,11.306363636363637,-0.5015000000000001,-11.1
2006-11-30,1388.634753999256,10.817619047619049,-0.454,-11.1
2006-12-31,1416.4200073242187,10.9645,-0.3902,-11.1
2007-01-31,1424.160986328125,11.0425,-0.3375,-11.1
2007-02-28,1444.7947484066613,11.155263157894737,-0.34375,-11.1
2007-03-31,1406.9518210671165,15.162727272727272,-0.34219999999999995,-11.1
2007-04-30,1463.6405029296875,12.933000000000002,-0.25766666666666665,-11.1
2007-05-31,1511.1368130770597,13.297727272727274,-0.16425,-11.1
2007-06-30,1514.4895193917412,14.947619047619046,0.057600000000000005,-11.1
2007-07-31,1520.7047584170386,17.273333333333333,0.41275,-11.1
2007-08-31,1454.6169592815897,25.02608695652174,0.775,-11.1
2007-09-30,1497.1163265830592,22.198947368421056,1.12375,-11.1
2007-10-31,1539.65869140625,19.115652173913045,1.484,9.6
2007-11-30,1463.3852364676338,25.58238095238095,1.8956,9.6
2007-12-31,1479.2234985351563,21.651,2.1215,9.6
2008-01-31,1378.7638055710565,25.816190476190474,2.11325,9.6
2008-02-29,1354.872509765625,25.456,2.1074,9.6
2008-03-31,1316.9429931640625,27.103500000000004,2.1956666666666664,9.6
2008-04-30,1370.4690940163352,21.562727272727273,2.31575,51.8
2008-05-31,1403.2176164899554,18.303333333333335,2.58,51.8
2008-06-30,1341.250964936756,22.11047619047619,2.864,51.8
2008-07-31,1257.32636607777,24.321818181818184,2.8546666666666667,65.4
2008-08-31,1281.4723656063989,20.695714285714285,2.6216,65.4
2008-09-30,1217.0228562127977,30.23857142857143,2.474,65.4
2008-10-31,968.8008741295856,61.17739130434782,2.7062,74.5
2008-11-30,883.04052734375,62.66894736842105,3.12125,74.5
2008-12-31,877.5618175159801,52.405,3.435,74.5
2009-01-31,865.5755004882812,44.683,3.7654000000000005,74.5
2009-02-28,805.2273688065378,45.57052631578947,3.9005,74.5
2009-03-31,757.1268144087358,44.79545454545455,3.50075,74.5
2009-04-30,848.1518990652902,38.063809523809525,2.685,42.3
2009-05-31,902.4085021972656,31.977999999999998,1.938,42.3
2009-06-30,926.1150013316761,29.140454545454546,1.484,42.3
2009-07-31,935.8213639692826,26.162727272727274,1.11525,34.0
2009-08-31,1009.7247576032366,25.337142857142858,0.8105,34.0
2009-09-30,1044.5523826962426,24.92666666666667,0.61475,34.0
2009-10-31,1067.6636297052557,24.252272727272725,0.5848,16.1
2009-11-30,1088.0690063476563,23.788999999999998,0.6425000000000001,16.1
2009-12-31,1110.377724387429,21.239545454545453,0.663,16.1
2010-01-31,1123.5815815172698,20.643157894736845,0.57775,16.1
2010-02-28,1089.1599892064144,22.54,0.39425,16.1
2010-03-31,1152.0486901324728,17.767391304347825,0.15325,16.1
2010-04-30,1197.316185360863,17.424285714285716,-0.006999999999999999,0.0
2010-05-31,1125.0620056152343,31.9295,0.0165,0.0
2010-06-30,1083.3608953302557,29.916363636363634,0.04475,0.0
2010-07-31,1079.8033360072545,25.565238095238094,0.011400000000000002,-9.1
2010-08-31,1087.2822709517045,24.74590909090909,-0.037250000000000005,-9.1
2010-09-30,1122.0819033668154,22.517619047619046,-0.03575,-9.1
2010-10-31,1171.5838099888392,20.37333333333333,0.0412,-7.1
2010-11-30,1198.8885614304315,20.095714285714287,0.1,-7.1
2010-12-31,1241.5254516601562,17.56954545454545,0.044750000000000005,-7.1
2011-01-31,1282.6184997558594,17.3155,-0.07150000000000001,-7.1
2011-02-28,1321.1178877981085,17.43,-0.1145,-7.1
2011-03-31,1304.4865138841712,20.723478260869566,-0.07575,-7.1
2011-04-30,1331.5050109863282,16.244,0.02225,-13.5
2011-05-31,1338.3104654947917,16.91142857142857,0.119,-13.5
2011-06-30,1287.2886408025568,19.153181818181817,0.19874999999999998,-13.5
2011-07-31,1325.184503173828,19.2275,0.43439999999999995,-7.8
2011-08-31,1185.3056534476902,35.02913043478261,0.8147500000000001,-7.8
2011-09-30,1173.8790573846727,36.53,1.0588000000000002,-7.8
2011-10-31,1207.2161865234375,32.829047619047614,1.00175,-7.8
2011-11-30,1226.414771670387,31.94190476190476,0.77925,-7.8
2011-12-31,1243.3228469122023,25.047619047619047,0.517,-7.8
2012-01-31,1300.5780151367187,20.228,0.29325,-7.8
2012-02-29,1352.4875,18.4205,0.15575,-7.8
2012-03-31,1389.2400013316762,16.167272727272728,0.1092,-7.8
2012-04-30,1386.4289855957031,17.823,0.18166666666666664,-7.8
2012-05-31,1341.2727161754262,21.001818181818184,0.251,-7.8
2012-06-30,1323.4842936197917,21.13095238095238,0.2636,-7.8
2012-07-31,1359.7761986142114,17.565238095238094,0.218,-7.8
2012-08-31,1403.4482581097147,15.689565217391305,0.1778,-7.8
2012-09-30,1443.4194721422698,15.284736842105264,0.129,-7.8
2012-10-31,1437.816662016369,16.276190476190475,0.04525,-7.6
2012-11-30,1394.5123872302827,16.701904761904764,-0.09659999999999999,-7.6
2012-12-31,1422.2854919433594,17.307,-0.2635,-7.6
2013-01-31,1480.395240420387,13.505238095238095,-0.3735,-7.6
2013-02-28,1512.3115812602796,14.072631578947368,-0.405,-7.6
2013-03-31,1550.8289855957032,13.0315,-0.39575000000000005,-7.6
2013-04-30,1570.702264959162,13.967272727272727,-0.39525,-23.1
2013-05-31,1639.842723499645,13.493636363636364,-0.4593999999999999,-23.1
2013-06-30,1618.7725158691405,17.2715,-0.611,-23.1
2013-07-31,1668.6754427823153,13.974545454545455,-0.7515000000000001,-10.0
2013-08-31,1670.0936390269887,14.21,-0.7812,-10.0
2013-09-30,1687.1735046386718,14.692000000000002,-0.654,-10.0
2013-10-31,1720.0265317170517,15.407826086956522,-0.49325,-7.1
2013-11-30,1783.5410034179688,12.924000000000001,-0.38180000000000003,-7.1
2013-12-31,1807.7752336774554,14.192380952380953,-0.3305,-7.1
2014-01-31,1822.3566603887648,14.24095238095238,-0.2684,-7.1
2014-02-28,1817.0347386410363,15.47,-0.22075,-7.1
2014-03-31,1863.5233386811756,14.836666666666666,-0.2595,-7.1
2014-04-30,1864.2633347284227,14.19809523809524,-0.347,-7.0
2014-05-31,1889.7671421595983,12.475238095238096,-0.4084,-7.0
2014-06-30,1947.087611607143,11.541428571428572,-0.34975,-7.0
2014-07-31,1973.0999866832387,12.296363636363635,-0.23633333333333337,-8.3
2014-08-31,1961.5319068545386,13.491904761904761,-0.22359999999999997,-8.3
2014-09-30,1993.2261904761904,13.466666666666667,-0.266,-8.3
2014-10-31,1937.2743503736413,18.058695652173913,-0.2386,-8.2
2014-11-30,2044.5721050061677,13.413157894736841,-0.18325,-8.2
2014-12-31,2054.2663629705257,16.292272727272728,-0.18775,-8.2
2015-01-31,2028.1785095214843,19.1195,-0.25379999999999997,-8.2
2015-02-28,2082.1957943564967,15.90421052631579,-0.319,-8.2
2015-03-31,2079.9904396750712,14.812727272727273,-0.30925,-8.2
2015-04-30,2094.862839471726,13.494761904761905,-0.249,-1.4
2015-05-31,2111.9435180664063,13.3385,-0.23020000000000002,-1.4
2015-06-30,2099.2836581143465,14.339545454545457,-0.25125,-1.4
2015-07-31,2094.1436268199573,14.352727272727272,-0.195,-6.0
2015-08-31,2039.8662051246279,19.42809523809524,-0.042249999999999996,-6.0
2015-09-30,1944.4023844401042,24.377142857142857,0.08549999999999999,-6.0
2015-10-31,2024.8127163973722,16.789545454545454,0.0618,1.5
2015-11-30,2080.61650390625,16.21,-0.06125,1.5
2015-12-31,2054.0795621004972,18.025454545454547,-0.112,1.5
2016-01-31,1918.5978875411183,23.717894736842105,-0.0034999999999999996,1.5
2016-02-29,1904.4184936523438,22.517,0.09925,1.5
2016-03-31,2021.9540904651988,15.84909090909091,0.13,1.5
2016-04-30,2075.5352318173364,14.300476190476191,0.0644,5.8
2016-05-31,2065.5504789806546,14.852857142857141,0.007,5.8
2016-06-30,2083.891368519176,17.774545454545457,0.04625,5.8
2016-07-31,2148.9019775390625,13.1585,0.1058,7.1
2016-08-31,2177.482167119565,12.399565217391304,0.0775,7.1
2016-09-30,2157.690964471726,14.21952380952381,-0.0482,7.1
2016-10-31,2143.0209379650296,14.585238095238097,-0.281,7.1
2016-11-30,2164.9856887090773,15.236190476190476,-0.57525,7.1
2016-12-31,2246.6290457589284,12.472380952380954,-0.813,7.1
2017-01-31,2275.1159790039064,11.6085,-0.8285,7.1
2017-02-28,2329.9105417351975,11.530526315789475,-0.71425,7.1
2017-03-31,2366.822170091712,11.89782608695652,-0.5576000000000001,7.1
2017-04-30,2359.309454666941,13.136315789473684,-0.43,7.1
2017-05-31,2395.345880681818,10.862272727272726,-0.39225,7.1
2017-06-30,2433.98545143821,10.513636363636364,-0.40519999999999995,7.1
2017-07-31,2454.102502441406,10.2645,-0.404,7.1
2017-08-31,2456.2230702275815,11.975652173913044,-0.37825,7.1
2017-09-30,2492.8410400390626,10.437999999999999,-0.3874,7.1
2017-10-31,2556.9972700639205,10.125454545454545,-0.46299999999999997,7.1
2017-11-30,2593.605736142113,10.54047619047619,-0.5387500000000001,7.1
2017-12-31,2664.34052734375,10.2645,-0.5753999999999999,7.1
2018-01-31,2789.8038155691966,11.062380952380952,-0.58575,7.1
2018-02-28,2705.1552477384867,22.464736842105264,-0.64475,7.1
2018-03-31,2702.7738211495534,19.023809523809526,-0.73525,7.1
2018-04-30,2653.6252092633927,18.267619047619046,-0.714,7.1
2018-05-31,2701.4936190518465,14.124545454545455,-0.50675,7.1
2018-06-30,2754.3528878348216,13.678095238095239,-0.1978,7.1
2018-07-31,2793.643357049851,13.147619047619049,-0.0022500000000000003,7.1
2018-08-31,2857.8204292629075,12.54695652173913,0.1008,7.1
2018-09-30,2901.5005139802633,12.910526315789474,0.21,7.1
2018-10-31,2785.4647800611415,19.35217391304348,0.2885,-3.1
2018-11-30,2723.231422061012,19.38904761904762,0.3234,-3.1
2018-12-31,2567.3073858963817,24.953157894736844,0.28275,-3.1
2019-01-31,2607.3899972098216,19.57238095238095,0.1445,-3.1
2019-02-28,2754.8642064144738,15.234736842105262,-0.015000000000000001,-3.1
2019-03-31,2803.9837937127977,14.485238095238095,-0.1236,-3.1
2019-04-30,2903.799979073661,12.949047619047619,-0.15866666666666665,0.0
2019-05-31,2854.705910422585,16.721818181818183,-0.132,0.0
2019-06-30,2890.165979003906,15.836000000000002,-0.0765,0.0
2019-07-31,2996.1136363636365,13.305909090909092,-0.02375,-5.8
2019-08-31,2897.450450550426,18.97909090909091,0.0378,-5.8
2019-09-30,2982.156005859375,15.559000000000001,0.071,-5.8
2019-10-31,2977.675197435462,15.466521739130435,0.05675,5.6
2019-11-30,3104.9044921875,12.5235,0.0538,5.6
2019-12-31,3176.74951171875,13.756666666666666,0.1305,5.6
2020-01-31,3278.202857607887,13.94095238095238,0.2958,5.6
2020-02-29,3277.3141832853617,19.628947368421052,0.56875,5.6
2020-03-31,2652.393632368608,57.73681818181819,0.84425,5.6
2020-04-30,2761.9752255394346,41.453809523809525,0.9333333333333332,39.7
2020-05-31,2919.6084838867187,30.897000000000002,0.7434000000000001,39.7
2020-06-30,3104.6609330610795,31.119545454545456,0.42700000000000005,39.7
2020-07-31,3207.6190962357955,26.840454545454545,0.2775,70.0
2020-08-31,3391.7100190662204,22.88952380952381,0.35425,70.0
2020-09-30,3365.516671316964,27.64761904761905,0.48125,70.0
2020-10-31,3418.6999955610795,29.438636363636363,0.548,31.3
2020-11-30,3548.99248046875,24.9955,0.4575,31.3
2020-12-31,3695.3100142045455,22.37409090909091,0.308,31.3
2021-01-31,3793.7484323601975,24.91,0.023500000000000004,31.3
2021-02-28,3883.4321160567433,23.140526315789476,-0.266,31.3
2021-03-31,3910.5082795516305,21.84304347826087,-0.54025,31.3
2021-04-30,4141.176199776785,17.416190476190476,-0.64775,-12.9
2021-05-31,4167.849536132812,19.7605,-0.5952500000000001,-12.9
2021-06-30,4238.48954634233,16.956818181818182,-0.46900000000000003,-12.9
2021-07-31,4363.712797619048,17.603333333333335,-0.26680000000000004,-25.7
2021-08-31,4453.965931285511,17.472727272727273,-0.1635,-25.7
2021-09-30,4445.543317522322,19.824761904761903,-0.24825000000000003,-25.7
2021-10-31,4460.707077752976,17.871428571428574,-0.4018,-11.1
2021-11-30,4667.386648995535,18.50047619047619,-0.41825,-11.1
2021-12-31,4674.772771661932,21.354545454545455,-0.36875,-11.1
2022-01-31,4573.815454101563,23.181,-0.42200000000000004,-11.1
2022-02-28,4435.980494449013,25.748421052631578,-0.54425,-11.1
2022-03-31,4391.265264096467,26.968695652173913,-0.60525,-11.1
2022-04-30,4391.29599609375,24.3735,-0.4745,0.0
2022-05-31,4040.3600027901784,29.445714285714285,-0.1865,0.0
2022-06-30,3898.9466843377977,28.1,0.052000000000000005,0.0
2022-07-31,3911.7294921875,24.8685,0.1386,22.2
2022-08-31,4158.563083814538,22.169565217391302,0.07225,22.2
2022-09-30,3850.5204961867557,27.406190476190474,0.0024000000000000002,22.2
2022-10-31,3726.050955636161,30.005714285714287,-0.05,22.2
2022-11-30,3917.488595145089,23.43619047619048,-0.1265,22.2
2022-12-31,3912.3809523809523,21.784285714285716,-0.26,22.2
2023-01-31,3960.656530761719,20.203,-0.4085,22.2
2023-02-28,4079.6847245065787,20.062105263157896,-0.40225,22.2
2023-03-31,3968.5591457201085,21.644347826086957,-0.0978,22.2
2023-04-30,4121.467362253289,17.817894736842106,0.48866666666666664,22.2
2023-05-31,4146.1731955788355,17.64409090909091,0.8995,22.2
2023-06-30,4345.372837611607,13.994285714285715,1.105,22.2
2023-07-31,4508.07548828125,13.943999999999999,0.82525,22.2
2023-08-31,4457.358674422554,15.85391304347826,0.37975000000000003,22.2
2023-09-30,4409.094995117188,15.241,0.0994,22.2
2023-10-31,4269.400945490057,18.887727272727272,0.07575,22.2
2023-11-30,4460.063313802083,14.077142857142857,0.096,22.2
2023-12-31,4685.051489257812,12.7185,0.0508,22.2
2024-01-31,4804.491513206845,13.395238095238096,-0.037,22.2
2024-02-29,5011.96142578125,13.943999999999999,-0.094,22.2
2024-03-31,5170.572485351562,13.7875,-0.136,22.2
2024-04-30,5112.492742365057,16.137727272727275,-0.19874999999999998,19.7
2024-05-31,5235.225497159091,13.090454545454547,-0.1974,19.7
2024-06-30,5415.140496504934,12.676842105263159,-0.11274999999999999,19.7
2024-07-31,5538.004572088068,14.469999999999999,-0.089,8.2
2024-08-31,5478.214577414773,19.312272727272727,-0.195,8.2
2024-09-30,5621.26044921875,17.769,-0.32225,8.2
2024-10-31,5792.319548233696,19.960869565217394,-0.33875,13.3
2024-11-30,5929.915991210937,16.121000000000002,-0.2604,13.3
2024-12-31,6010.908551897322,15.866190476190477,-0.2425,13.3
2025-01-31,5979.51552734375,16.746000000000002,-0.3674,13.3
2025-02-28,6038.689967105263,17.052105263157895,-0.47475,13.3
2025-03-31,5683.983351934524,21.841428571428573,-0.46575,13.3
2025-04-30,5369.495721726191,31.966190476190473,-0.43366666666666664,15.9
2025-05-31,5810.919480096726,20.45714285714286,-0.46799999999999997,15.9
2025-06-30,6029.951513671875,18.215,-0.53825,15.9
2025-07-31,6296.498180042614,16.331363636363633,-0.5533333333333333,8.2
2025-08-31,6408.949474516369,15.75,-0.4934,8.2
2025-09-30,6584.0180896577385,15.773333333333333,-0.38525,8.2
2025-10-31,6735.691724694293,18.086521739130436,-0.24159999999999998,8.3
2025-11-30,6740.885767886513,19.90421052631579,-0.1335,8.3
2025-12-31,6853.025457208807,15.548181818181819,-0.1165,8.3
2026-01-31,6929.12197265625,16.046,-0.1222,8.3
2026-02-28,6893.806280838816,19.102105263157895,-0.1045,8.3
2026-03-31,6654.419122869318,25.596818181818183,-0.044,8.3
2026-04-30,6957.007626488095,19.811904761904763,0.13333333333333333,6.6
2026-05-31,7412.551538085938,17.2695,0.344,6.6
2026-06-30,7450.032900855655,17.960476190476193,0.467,6.6
2026-07-31,7483.235107421875,16.59,,6.6
